"Publish Date","Creation Date","Title","Status","Label Color","Label Name","Project Types","Project Owner","Description","Tags","Marketing Campaign","Link"
"11/04/2024","02/04/2024","Perspectives - Nolan Underhill - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6306970"
"10/04/2024","22/03/2024","Blog: Nolan Underhill","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6287569"
"10/04/2024","22/03/2024","Blog: Nolan Underhill","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6287564"
"08/04/2024","04/04/2024","MOTMC - MindKit","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6309673"
"02/04/2024","27/03/2024","National Caregiver Day","Not Started","FF0000","ONLY PUBLISH THIS","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6297723"
"02/04/2024","28/03/2024","Month of the Military Child 2024 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6299855"
"02/04/2024","02/04/2024","Month of the Military Child 2024 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6305248"
"02/04/2024","22/03/2024","Month of the Military Child","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6287567"
"01/04/2024","22/03/2024","Month of the Military Child","Not Started","FF0000","ONLY PUBLISH THIS","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6287568"
"29/03/2024","19/12/2023","Print ad: Sage Magazine - Summer 2024","Not Started","FFAA00","MMC","Print ad","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6120438"
"28/03/2024","27/03/2024","MBTM Ep 16 - Compassion fatigue - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6297449"
"28/03/2024","27/03/2024","MBTM Ep 16 - Compassion fatigue - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6297599"
"28/03/2024","04/03/2024","Podcast: Compassion fatigue","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","MMC, Lived Experience","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6254257"
"28/03/2024","04/03/2024","Podcast: Compassion fatigue ","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","MMC, Lived Experience","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6254249"
"26/03/2024","07/11/2023","PTSD treatment decision aid: Family workshop","Not Started","21FF00","PUBLISH ANYTHING","Other","","","Knowledge Mobilization","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6043506"
"26/03/2024","07/03/2024","Research Compass #2","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6264063"
"26/03/2024","04/03/2024","Podcast: Compassion fatigue","Not Started","FFE900","TENTATIVE HOLD","Podcast","Tactical Squad","","MMC, Lived Experience","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6254264"
"26/03/2024","25/03/2024","Research Compass - March 2024- English","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6292191"
"26/03/2024","25/03/2024","Research Compass - March 2024 - French","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6292190"
"20/03/2024","13/02/2024","mTBI Social Push","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6219203"
"14/03/2024","06/03/2024","Suicide prevention resources launch","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6261087"
"14/03/2024","13/02/2024","Suicide Prevention Resources Launch","Not Started","FF0000","ONLY PUBLISH THIS","Promotion plan","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6219189"
"14/03/2024","14/03/2024","Suicide prevention resources - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6273509"
"14/03/2024","08/03/2024","Suicide prevention resources - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6266277"
"11/03/2024","04/03/2024","Podcast: Problematic anger","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","Tactical Squad","","MMC, Lived Experience","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6254267"
"11/03/2024","04/03/2024","Podcast: Problematic anger","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","MMC, Lived Experience","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6254265"
"11/03/2024","05/03/2024","MBTM Ep 15 - Problematic Anger - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6256766"
"11/03/2024","05/03/2024","MBTM Ep 15 - Problematic Anger - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6257010"
"08/03/2024","10/01/2024","International Women's Day + Blog","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","","","MMC","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6152702"
"08/03/2024","10/01/2024","International Women's Day Blog","Not Started","FF0000","ONLY PUBLISH THIS","Social Campaign","","","MMC","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6152703"
"08/03/2024","08/03/2024","International Women's Day 2024 - EN v2","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6265701"
"08/03/2024","08/03/2024","International Women's Day 2024 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6265702"
"05/03/2024","05/03/2024","Satisfaction survey 2024 - FR v2","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6257370"
"05/03/2024","05/03/2024","Satisfaction survey 2024 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6257201"
"05/03/2024","04/03/2024","Women Veterans' input night","Not Started","21FF00","PUBLISH ANYTHING","Social Campaign","Tactical Squad","","Lived Experience","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6254247"
"05/03/2024","20/02/2024","Atlas satisfaction survey","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","","","MMC","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6229890"
"05/03/2024","20/02/2024","Satisfaction survey","Not Started","FF0000","ONLY PUBLISH THIS","Mailchimp","","","MMC","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6229891"
"28/02/2024","26/02/2024","Final reminder - Moral Injury Webinar 2024 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6241598"
"28/02/2024","26/02/2024","Final reminder - Moral Injury Webinar 2024 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6241630"
"27/02/2024","07/11/2023","PTSD treatment decision aid: Veteran workshop","Not Started","21FF00","PUBLISH ANYTHING","Other","","","Knowledge Mobilization","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6043504"
"26/02/2024","15/02/2024","Perspectives - Laryssa Lamrock - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6223322"
"26/02/2024","15/02/2024","Perspectives - Laryssa Lamrock - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6223323"
"26/02/2024","26/02/2024","I love my job promo","Not Started","21FF00","PUBLISH ANYTHING","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6241171"
"22/02/2024","04/10/2023","Print ad: CFB newspapers - MARCH 2023","Not Started","21FF00","PUBLISH ANYTHING","Print ad","","","Lived Experience","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5986169"
"21/02/2024","13/02/2024","mTBI Social Push","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6219199"
"08/02/2024","08/02/2024","MBTM Ep 14 - EN (copy 03)","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6211231"
"07/02/2024","06/02/2024","MBTM Ep 14 - EN","Published","21FF00","PUBLISH ANYTHING","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6205931"
"07/02/2024","30/01/2024","MBTM Ep 14 - FR","Published","21FF00","PUBLISH ANYTHING","Mailchimp","Tactical Squad","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6194108"
"07/02/2024","06/02/2024","mTBI Webinar Social Promo","Not Started","FFE900","TENTATIVE HOLD","Social Campaign","Tactical Squad","","Webinar, Applied Research","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6205934"
"06/02/2024","05/02/2024","MBTM Ep 14 Eblast","Not Started","21FF00","PUBLISH ANYTHING","Mailchimp","Tactical Squad","","Lived Experience, MMC","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6203898"
"02/02/2024","07/11/2023","PTSD treatment decision aid: Service provider workshop","Not Started","FF0000","ONLY PUBLISH THIS","Other","","","Knowledge Mobilization","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6043502"
"01/02/2024","04/01/2024","RCMP Appreciation Day Post","Not Started","FF0000","ONLY PUBLISH THIS","Social post","","","MMC, Commemoration","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6141096"
"30/01/2024","29/01/2024","Moral Injury Webinar 2024 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6191215"
"30/01/2024","29/01/2024","Moral Injury Webinar 2024 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6191214"
"29/01/2024","04/12/2023","MI Webinar Promotion","Not Started","436760","Research ","Social Campaign","","","","Assessing Moral Injury Webinar","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6091197"
"29/01/2024","22/01/2024","MI Webinar Email","Not Started","436760","Research ","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6177561"
"29/01/2024","04/12/2023","MI Webinar Page","Not Started","436760","Research ","Website content","","","Applied Research","Assessing Moral Injury Webinar","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6090450"
"26/01/2024","04/04/2023","Family Summit 2024","Not Started","AA00FF","Lived Experience","Event","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5664251"
"24/01/2024","12/12/2023","Family Summit - Final registration reminder","In Progress","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6106447"
"22/01/2024","15/01/2024","PTSD treatment decision aid: Email","Not Started","FF00AA","Knowledge Mobilization","Eblast","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6163035"
"22/01/2024","18/01/2024","PTSD treatment decision aid discovery meetings - V/VF - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6172195"
"22/01/2024","18/01/2024","PTSD treatment decision aid discovery meetings - V/VF - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6172270"
"19/01/2024","16/01/2024","SKY Webinar Series E-blast","Placeholder","248C95","Implementation","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6164873"
"19/01/2024","17/01/2024","SKY Webinar - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6168084"
"19/01/2024","17/01/2024","SKY Webinar - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6168033"
"17/01/2024","04/10/2023","Print ad: CFB newspapers - FEB 2023","Not Started","FFAA00","MMC","Print ad","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/5986166"
"17/01/2024","08/01/2024","Perspectives - Nancy Taber - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6148246"
"17/01/2024","08/01/2024","Perspectives - Nancy Taber - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6148245"
"16/01/2024","15/01/2024","A Force for Women blog promo","Not Started","AA00FF","Lived Experience","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6161629"
"09/01/2024","12/12/2023","Family Summit - Registration Reminder","In Progress","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6106446"
"08/01/2024","12/12/2023","Family Summit 2024 - Registration Reminder 01 - FR","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6106361"
"08/01/2024","12/12/2023","Family Summit 2024 - Registration Reminder 01 - EN","Published","","","Mailchimp","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6106443"
"05/01/2024","23/11/2023","TBI Recruitment Reminder","Not Started","436760","Research ","Social post","","","","","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6074305"
"04/01/2024","18/12/2023","Registration reminder","Completed","AA00FF","Lived Experience","Social post","","","","Family Summit 2024","https://app.coschedule.com/calendar/413257/schedule/open/content/edit/6118335"
